2024-02-13 14:00:30,556: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-13 14:00:32,158: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-13 14:00:32,162: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-13 14:00:32,163: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-13 14:00:32,164: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-13 14:00:32,166: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-13 14:00:32[0m
2024-02-13 14:00:32,166: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 14:00:32,181: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 14:00:32,912: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-02-13 14:00:32,916: root: INFO: [34mTrading iteration ended at 2024-02-13 14:00:32[0m
2024-02-13 14:00:32,917: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-13 14:00:32,917: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 14:00:32,918: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 14:00:32,918: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-13 14:00:32,918: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-13 14:00:32,918: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-02-13 14:00:32,918: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-02-13 14:00:32,923: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-13 14:00:32,926: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-02-13 14:00:32,926: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-02-13 14:00:32,928: root: INFO: [34mThe market is not currently open, skipping this trading iteration[0m
2024-02-13 14:00:32,928: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-13 14:00:32,928: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 14:00:32,929: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 14:00:32,929: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-13 14:00:32,929: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 14:00:32,930: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 14:00:32,930: root: INFO: limit order of | 106.0 SPY sell | at price $563.3879882812499 with status unprocessed was canceled.
2024-02-13 14:00:32,934: root: INFO: [32mFilled Transaction: sell 106.0 of SPY at 469.48999023 USD per share[0m
2024-02-13 14:00:32,935: root: INFO: limit order of | 106.0 SPY sell | at price $446.01549072265624 with status unprocessed was filled
2024-02-13 14:00:32,936: root: INFO: Position 0.000000 shares of SPY liquidated
2024-02-13 14:00:32,947: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-13 14:00:32,951: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-13 14:00:32,951: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-13 14:00:32,953: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-02-13 14:00:32,955: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-13 14:00:32,956: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-02-13 14:00:32,956: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-13 14:00:32,961: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-13 14:00:32[0m
2024-02-13 14:00:32,961: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 14:00:32,965: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 14:00:32,966: root: INFO: [34mTrading iteration ended at 2024-02-13 14:00:32[0m
2024-02-13 14:00:32,967: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-13 14:00:32,969: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-02-13 14:00:32,970: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-02-13 14:00:32,971: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-13 14:00:32[0m
2024-02-13 14:00:32,971: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 14:00:32,973: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 14:00:32,973: root: INFO: [34mTrading iteration ended at 2024-02-13 14:00:32[0m
2024-02-13 14:00:32,974: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-13 14:00:32,975: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-02-13 14:00:32,975: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-02-13 14:00:32,977: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-13 14:00:32[0m
2024-02-13 14:00:32,977: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 14:00:32,980: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-13 14:00:32,981: root: INFO: [34mTrading iteration ended at 2024-02-13 14:00:32[0m
